winnowing_similarity,shared_fragment_coverage,token_overlap_ratio,ast_depth_difference,fingerprint_jaccard,small_kgram_jaccard,node_type_cosine,token_sequence_ratio,length_ratio,label,file_a,file_b
0.8571428571428571,0.8994667909095615,0.6744186046511628,0.0,0.6857142857142857,0.7014925373134329,0.9991242166638558,0.9712230215827338,0.9716312056737588,1,data\is_prime__snip_17\variant_2.py,data\is_prime__snip_17\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_04\original.py,data\fibonacci__snip_04\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.023809523809523808,0.875463217510507,0.23703703703703705,0.21621621621621623,0,data\is_palindrome__snip_12\variant_3.py,data\fibonacci__snip_05\original.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.11688311688311688,0.9109839510685005,0.49137931034482757,0.9173553719008265,0,data\reverse_string__snip_20\variant_4.py,data\fibonacci__snip_19\original.py
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_01\original.py,data\reverse_string__snip_01\variant_2.py
0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.8993285073542931,0.27450980392156865,0.6721311475409836,0,data\is_palindrome__snip_03\variant_2.py,data\is_palindrome__snip_20\variant_1.py
0.14285714285714285,0.3659207630227439,0.06944444444444445,0.0,0.07407407407407407,0.5084745762711864,0.9773135981698671,0.819047619047619,0.8103448275862069,1,data\is_prime__snip_12\variant_1.py,data\is_prime__snip_12\variant_3.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.11764705882352941,0.9452448520682765,0.47058823529411764,0.8085106382978723,0,data\max_in_list__snip_14\original.py,data\max_in_list__snip_15\original.py
0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.9270735849806379,0.42990654205607476,0.6984126984126984,0,data\is_palindrome__snip_09\variant_3.py,data\is_palindrome__snip_17\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\reverse_string__snip_10\variant_1.py,data\reverse_string__snip_10\variant_3.py
0.0,0.0,0.0,0.125,0.0,0.171875,0.9295621374638172,0.5523809523809524,0.640625,0,data\max_in_list__snip_02\variant_4.py,data\max_in_list__snip_07\variant_2.py
0.0,0.0,0.0,0.0,0.0,0.18478260869565216,0.927800676312654,0.5660377358490566,0.6914893617021277,0,data\is_prime__snip_06\original.py,data\is_prime__snip_09\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.047619047619047616,0.8188701388578246,0.4105960264900662,0.6236559139784946,0,data\is_prime__snip_12\variant_4.py,data\fibonacci__snip_18\variant_4.py
0.6363636363636364,0.6529037237121358,0.39759036144578314,0.0,0.4375,0.6515151515151515,0.9969907382482487,0.9027777777777778,0.9726027397260274,0,data\fibonacci__snip_06\variant_3.py,data\fibonacci__snip_03\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.1375,0.929347294631805,0.4827586206896552,1.0,0,data\is_prime__snip_12\variant_4.py,data\reverse_string__snip_08\variant_2.py
0.18181818181818182,0.5876330876330876,0.13131313131313133,0.0,0.09090909090909091,0.6612903225806451,0.9918508397673999,0.9,0.8918918918918919,1,data\max_in_list__snip_19\variant_3.py,data\max_in_list__snip_19\variant_4.py
0.5833333333333334,0.8139121152819784,0.3707865168539326,0.0,0.3888888888888889,0.6764705882352942,0.997675404368372,0.9333333333333333,0.948051948051948,1,data\fibonacci__snip_06\original.py,data\fibonacci__snip_06\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_18\original.py,data\max_in_list__snip_18\variant_3.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.009174311926605505,0.700522901099964,0.3835616438356164,0.8598726114649682,0,data\is_prime__snip_02\variant_4.py,data\is_prime__snip_20\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.136986301369863,0.9619197681803313,0.3668639053254438,0.5225225225225225,0,data\fibonacci__snip_19\variant_1.py,data\max_in_list__snip_16\original.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_12\original.py,data\reverse_string__snip_12\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_palindrome__snip_05\original.py,data\is_palindrome__snip_05\variant_4.py
0.6875,1.0,0.5636363636363636,0.0,0.5,0.9333333333333333,0.9971746003770654,0.9649122807017544,0.9322033898305084,1,data\is_palindrome__snip_17\variant_1.py,data\is_palindrome__snip_17\variant_4.py
0.7142857142857143,0.7383153569594247,0.49230769230769234,0.0,0.5357142857142857,0.7407407407407407,0.9956599620566137,0.928,0.8939393939393939,1,data\max_in_list__snip_19\original.py,data\max_in_list__snip_19\variant_1.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.23943661971830985,0.9233851150031912,0.5894736842105263,0.5702479338842975,0,data\reverse_string__snip_11\variant_4.py,data\reverse_string__snip_09\variant_3.py
1.0,0.9764705882352941,0.9111111111111111,0.0,0.9285714285714286,0.8666666666666667,0.9989107403730528,0.9759036144578314,0.9529411764705882,1,data\reverse_string__snip_17\variant_1.py,data\reverse_string__snip_17\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_12\original.py,data\fibonacci__snip_12\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.1038961038961039,0.8712905103478656,0.5217391304347826,0.7424242424242424,0,data\is_prime__snip_01\variant_4.py,data\reverse_string__snip_12\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_07\original.py,data\max_in_list__snip_07\variant_2.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.009174311926605505,0.700522901099964,0.3835616438356164,0.8598726114649682,0,data\is_prime__snip_02\variant_4.py,data\is_prime__snip_20\variant_3.py
0.6666666666666666,0.8478708791208791,0.496,0.0,0.49056603773584906,0.782051282051282,0.9970477881520539,0.9629629629629629,0.9285714285714286,1,data\reverse_string__snip_05\variant_1.py,data\reverse_string__snip_05\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.8221473968940526,0.4882943143812709,0.9044585987261147,0,data\is_prime__snip_05\variant_4.py,data\is_prime__snip_20\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\reverse_string__snip_03\variant_3.py,data\reverse_string__snip_03\variant_4.py
0.0,0.0,0.0,0.4,0.0,0.09523809523809523,0.9421583969105103,0.4090909090909091,0.2753623188405797,0,data\is_palindrome__snip_03\variant_4.py,data\max_in_list__snip_01\variant_4.py
0.0,0.0,0.0,0.3,0.0,0.09803921568627451,0.9230247554464202,0.34782608695652173,0.2777777777777778,0,data\max_in_list__snip_04\original.py,data\max_in_list__snip_05\original.py
1.0,0.9692307692307692,0.9215686274509803,0.0,0.9411764705882353,0.92,0.9970854687146307,0.9682539682539683,0.9384615384615385,1,data\is_palindrome__snip_04\variant_2.py,data\is_palindrome__snip_04\variant_4.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.03296703296703297,0.8507559750394613,0.07432432432432433,0.16996047430830039,0,data\is_prime__snip_10\original.py,data\max_in_list__snip_12\variant_2.py
0.0,0.0,0.0,0.2,0.0,0.08403361344537816,0.9119456617162206,0.5232558139534884,0.7916666666666666,0,data\fibonacci__snip_17\original.py,data\fibonacci__snip_15\variant_3.py
0.42105263157894735,0.7566502463054188,0.25,0.0,0.25,0.5964912280701754,0.9774704903761587,0.890625,0.8285714285714286,1,data\max_in_list__snip_16\variant_1.py,data\max_in_list__snip_16\variant_2.py
0.0,0.0,0.0,0.09090909090909091,0.0,0.10714285714285714,0.9571862527216609,0.4425531914893617,0.7153284671532847,0,data\reverse_string__snip_18\variant_4.py,data\max_in_list__snip_08\variant_2.py
0.6666666666666666,0.9708333333333333,0.5338345864661654,0.0,0.4642857142857143,0.8681318681318682,0.9976932065863909,0.9655172413793104,0.9333333333333333,1,data\fibonacci__snip_13\variant_2.py,data\fibonacci__snip_13\variant_4.py
0.0,0.0,0.0,0.5384615384615384,0.0,0.031746031746031744,0.8240051115829615,0.19607843137254902,0.10869565217391304,0,data\is_prime__snip_05\original.py,data\max_in_list__snip_01\variant_3.py
0.2,0.5808477237048666,0.0859375,0.3076923076923077,0.09803921568627451,0.27586206896551724,0.9375218810787201,0.543859649122807,0.7538461538461538,0,data\is_prime__snip_06\variant_4.py,data\is_prime__snip_03\original.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.07462686567164178,0.9283976939368437,0.3888888888888889,0.7142857142857143,0,data\reverse_string__snip_10\original.py,data\is_palindrome__snip_17\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.21951219512195122,0.9396546547364479,0.5555555555555556,0.5319148936170213,0,data\is_prime__snip_11\original.py,data\is_prime__snip_06\variant_2.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.10666666666666667,0.887275081984797,0.4114285714285714,0.49572649572649574,0,data\reverse_string__snip_20\variant_2.py,data\reverse_string__snip_08\variant_3.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.13793103448275862,0.8793984377056204,0.22340425531914893,0.5798319327731093,0,data\is_palindrome__snip_15\variant_4.py,data\is_prime__snip_09\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.9155777582293012,0.4065040650406504,0.4470588235294118,0,data\fibonacci__snip_08\variant_1.py,data\is_palindrome__snip_16\variant_1.py
0.675,0.9310344827586207,0.4782608695652174,0.0,0.5094339622641509,0.8020833333333334,0.9987758864288405,0.9396551724137931,1.0,1,data\fibonacci__snip_13\variant_1.py,data\fibonacci__snip_13\variant_3.py
0.0,0.0,0.0,0.2,0.0,0.07954545454545454,0.6991773891046736,0.28169014084507044,0.868421052631579,0,data\fibonacci__snip_04\variant_1.py,data\fibonacci__snip_17\variant_1.py
0.08333333333333333,0.3492662473794549,0.04477611940298507,0.0,0.038461538461538464,0.5909090909090909,0.9875425726266094,0.9183673469387755,0.8490566037735849,1,data\reverse_string__snip_04\variant_2.py,data\reverse_string__snip_04\variant_3.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.10126582278481013,0.8821729452626442,0.4022346368715084,0.4793388429752066,0,data\reverse_string__snip_20\variant_4.py,data\reverse_string__snip_08\variant_3.py
0.46153846153846156,0.933641975308642,0.3431372549019608,0.0,0.2926829268292683,0.7,0.9979169216323774,0.9575757575757575,0.9642857142857143,1,data\fibonacci__snip_07\original.py,data\fibonacci__snip_07\variant_3.py
0.47619047619047616,0.5569620253164557,0.32608695652173914,0.0,0.30303030303030304,0.6938775510204082,0.9972844534962663,0.9240506329113924,1.0,1,data\max_in_list__snip_11\variant_1.py,data\max_in_list__snip_11\variant_4.py
0.0,0.0,0.0,0.125,0.0,0.09210526315789473,0.9576196293992558,0.45098039215686275,0.4782608695652174,0,data\is_palindrome__snip_08\variant_1.py,data\max_in_list__snip_02\variant_2.py
0.7142857142857143,0.8544642857142857,0.5853658536585366,0.0,0.5,0.7692307692307693,0.9978003840289138,0.9655172413793104,0.9333333333333333,1,data\is_palindrome__snip_18\variant_1.py,data\is_palindrome__snip_18\variant_4.py
0.05263157894736842,0.21869402377462954,0.025210084033613446,0.0,0.02040816326530612,0.14444444444444443,0.951443142743349,0.5189873417721519,0.7752808988764045,0,data\reverse_string__snip_11\original.py,data\fibonacci__snip_18\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\is_palindrome__snip_18\original.py,data\is_palindrome__snip_18\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_palindrome__snip_05\original.py,data\is_palindrome__snip_05\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.11538461538461539,0.9574501947002595,0.45528455284552843,0.38202247191011235,0,data\is_palindrome__snip_19\variant_3.py,data\fibonacci__snip_18\variant_1.py
0.3,0.7872340425531915,0.19148936170212766,0.0,0.15,0.7037037037037037,0.9919839679358717,0.9574468085106383,1.0,1,data\max_in_list__snip_15\original.py,data\max_in_list__snip_15\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.12,0.9399017984446034,0.43410852713178294,0.7432432432432432,0,data\max_in_list__snip_03\variant_1.py,data\max_in_list__snip_19\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\max_in_list__snip_09\original.py,data\max_in_list__snip_09\variant_2.py
1.0,0.9714285714285714,0.9148936170212766,0.0,0.9444444444444444,0.9069767441860465,0.9976182898742262,0.9705882352941176,0.9428571428571428,1,data\fibonacci__snip_04\original.py,data\fibonacci__snip_04\variant_4.py
1.0,0.9545454545454546,0.8666666666666667,0.0,0.9285714285714286,0.8181818181818182,0.9937303457175896,0.9523809523809523,0.9090909090909091,1,data\is_palindrome__snip_09\variant_1.py,data\is_palindrome__snip_09\variant_4.py
0.0,0.0,0.0,0.1,0.0,0.1,0.8394440462403305,0.5039370078740157,0.9242424242424242,0,data\fibonacci__snip_04\variant_1.py,data\is_prime__snip_09\original.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\reverse_string__snip_03\original.py,data\reverse_string__snip_03\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\fibonacci__snip_11\original.py,data\fibonacci__snip_11\variant_2.py
0.0,0.0,0.0,0.2,0.0,0.030612244897959183,0.9397015928250583,0.3546099290780142,0.4387755102040816,0,data\max_in_list__snip_08\original.py,data\max_in_list__snip_12\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.03409090909090909,0.7776401913709502,0.2727272727272727,0.40425531914893614,0,data\is_palindrome__snip_06\variant_3.py,data\is_prime__snip_06\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.025974025974025976,0.8435569338399137,0.3711340206185567,0.4057971014492754,0,data\is_palindrome__snip_12\variant_2.py,data\is_palindrome__snip_08\variant_3.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.109375,0.8738535136418786,0.49523809523809526,0.9444444444444444,0,data\max_in_list__snip_15\variant_4.py,data\max_in_list__snip_14\variant_2.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.03529411764705882,0.7808852187971631,0.1763085399449036,0.2222222222222222,0,data\fibonacci__snip_04\variant_1.py,data\fibonacci__snip_09\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_07\variant_1.py,data\is_prime__snip_07\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.1702127659574468,0.9006379120649145,0.65625,0.8823529411764706,0,data\is_palindrome__snip_06\original.py,data\is_palindrome__snip_14\variant_1.py
0.0,0.0,0.0,0.0,0.0,0.12727272727272726,0.9848650594832242,0.5740740740740741,0.6875,0,data\is_palindrome__snip_09\variant_3.py,data\max_in_list__snip_07\original.py
1.0,0.9587494572297004,0.8974358974358975,0.0,0.9375,0.8870967741935484,0.9982375821252608,0.9791666666666666,0.9591836734693877,1,data\is_prime__snip_16\original.py,data\is_prime__snip_16\variant_1.py
0.631578947368421,0.9510567296996663,0.4603174603174603,0.0,0.4444444444444444,0.7872340425531915,0.9967522835473044,0.95,0.9354838709677419,1,data\max_in_list__snip_16\original.py,data\max_in_list__snip_16\variant_4.py
0.0,0.4065934065934066,0.022222222222222223,0.0,0.0,0.6097560975609756,0.9829894901295927,0.918918918918919,0.8974358974358975,1,data\max_in_list__snip_06\variant_2.py,data\max_in_list__snip_06\variant_4.py
0.0,0.0,0.0,0.3,0.0,0.13333333333333333,0.8527592995688208,0.2518518518518518,0.3917525773195876,0,data\is_palindrome__snip_11\variant_4.py,data\is_palindrome__snip_14\variant_3.py
0.0,0.0,0.0,0.2,0.0,0.0375,0.8263660606652746,0.32786885245901637,0.6944444444444444,0,data\max_in_list__snip_05\original.py,data\is_prime__snip_11\original.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_19\variant_1.py,data\reverse_string__snip_19\variant_2.py
1.0,0.9714285714285714,0.9148936170212766,0.0,0.9444444444444444,0.9069767441860465,0.9976182898742262,0.9705882352941176,0.9428571428571428,1,data\fibonacci__snip_04\variant_2.py,data\fibonacci__snip_04\variant_4.py
0.8421052631578947,0.9705882352941176,0.6991150442477876,0.0,0.6666666666666666,0.875,0.9975705999746526,0.9652173913043478,0.9327731092436975,1,data\fibonacci__snip_05\variant_1.py,data\fibonacci__snip_05\variant_4.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.22772277227722773,0.921533174086787,0.41155234657039713,0.9507042253521126,0,data\is_prime__snip_05\variant_2.py,data\is_prime__snip_02\variant_4.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.025974025974025976,0.8367719546876321,0.23595505617977527,0.29927007299270075,0,data\is_palindrome__snip_20\variant_2.py,data\is_prime__snip_17\variant_2.py
1.0,0.9823008849557522,0.9354838709677419,0.0,0.9565217391304348,0.9069767441860465,0.9994223359228153,0.9819819819819819,0.9646017699115044,1,data\reverse_string__snip_14\original.py,data\reverse_string__snip_14\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1,data\reverse_string__snip_05\original.py,data\reverse_string__snip_05\variant_1.py
0.7777777777777778,0.8798982188295166,0.6097560975609756,0.0,0.6,0.7,0.9990430740812036,0.9699248120300752,0.9703703703703703,1,data\is_prime__snip_08\variant_1.py,data\is_prime__snip_08\variant_3.py
0.0,0.0,0.0,0.1,0.0,0.06578947368421052,0.915020977414083,0.5046728971962616,0.5507246376811594,0,data\is_palindrome__snip_16\variant_1.py,data\is_palindrome__snip_03\variant_4.py
0.9473684210526315,0.9111427892611071,0.7894736842105263,0.0,0.75,0.7931034482758621,0.9912003892624014,0.9384615384615385,0.8840579710144928,1,data\is_palindrome__snip_03\variant_1.py,data\is_palindrome__snip_03\variant_4.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.11688311688311688,0.941506655447869,0.4838709677419355,0.7971014492753623,0,data\reverse_string__snip_11\variant_3.py,data\is_palindrome__snip_17\original.py
0.8846153846153846,0.916030534351145,0.7066666666666667,0.0,0.7666666666666667,0.75,0.9995923359152057,0.9847328244274809,1.0,1,data\is_prime__snip_18\variant_1.py,data\is_prime__snip_18\variant_2.py
0.0,0.0,0.0,0.38461538461538464,0.0,0.029411764705882353,0.802618883884812,0.15483870967741936,0.13138686131386862,0,data\is_palindrome__snip_01\variant_4.py,data\is_prime__snip_17\variant_2.py
0.7333333333333333,0.819672131147541,0.6206896551724138,0.0,0.55,0.75,0.9980430528375734,0.9672131147540983,1.0,1,data\is_prime__snip_09\original.py,data\is_prime__snip_09\variant_3.py
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_01\variant_1.py,data\reverse_string__snip_01\variant_2.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.3137254901960784,0.9369073618992468,0.46987951807228917,0.371900826446281,0,data\reverse_string__snip_10\variant_3.py,data\reverse_string__snip_06\variant_4.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.1896551724137931,0.9426772839068212,0.5238095238095238,0.4482758620689655,0,data\reverse_string__snip_02\variant_1.py,data\reverse_string__snip_08\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\max_in_list__snip_09\variant_1.py,data\max_in_list__snip_09\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.03508771929824561,0.9146181412670163,0.4,0.45454545454545453,0,data\is_palindrome__snip_17\variant_1.py,data\max_in_list__snip_18\variant_2.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.037037037037037035,0.846083299721414,0.4307692307692308,0.5853658536585366,0,data\max_in_list__snip_02\variant_4.py,data\is_palindrome__snip_12\variant_1.py
0.2857142857142857,0.428030303030303,0.11842105263157894,0.1111111111111111,0.13793103448275862,0.15789473684210525,0.9805834674294054,0.6371681415929203,0.6376811594202898,0,data\reverse_string__snip_11\variant_2.py,data\is_palindrome__snip_09\variant_4.py
0.7777777777777778,0.7855731225296443,0.532258064516129,0.0,0.56,0.7,0.9977531953016672,0.9629629629629629,0.9565217391304348,1,data\reverse_string__snip_12\variant_1.py,data\reverse_string__snip_12\variant_3.py
0.65,0.9535919540229885,0.5182481751824818,0.0,0.45614035087719296,0.8494623655913979,0.9988571101108156,0.9491525423728814,0.9666666666666667,1,data\fibonacci__snip_13\variant_1.py,data\fibonacci__snip_13\variant_4.py
0.0,0.0,0.0,0.3076923076923077,0.0,0.047058823529411764,0.8399817712302404,0.22857142857142856,0.26811594202898553,0,data\is_prime__snip_05\variant_3.py,data\max_in_list__snip_09\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.13157894736842105,0.918900163260493,0.49572649572649574,0.6956521739130435,0,data\reverse_string__snip_08\original.py,data\reverse_string__snip_11\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1,data\reverse_string__snip_07\variant_3.py,data\reverse_string__snip_07\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_01\variant_1.py,data\is_prime__snip_01\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.046511627906976744,0.8282014981385795,0.37142857142857144,0.75,0,data\is_palindrome__snip_09\variant_2.py,data\reverse_string__snip_02\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_17\original.py,data\max_in_list__snip_17\variant_1.py
0.0,0.0,0.0,0.2,0.0,0.06060606060606061,0.9476304713924832,0.35374149659863946,0.41346153846153844,0,data\reverse_string__snip_05\variant_1.py,data\max_in_list__snip_12\variant_2.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.05333333333333334,0.9337689375977846,0.42105263157894735,0.46153846153846156,0,data\is_prime__snip_09\variant_2.py,data\reverse_string__snip_02\variant_4.py
0.6,0.7049180327868853,0.4461538461538462,0.0,0.4090909090909091,0.7037037037037037,0.997938144329897,0.9672131147540983,1.0,1,data\is_palindrome__snip_04\original.py,data\is_palindrome__snip_04\variant_2.py
0.6071428571428571,0.8448616600790514,0.46153846153846156,0.0,0.4358974358974359,0.8181818181818182,0.9979700890180243,0.9555555555555556,0.9565217391304348,1,data\fibonacci__snip_15\variant_1.py,data\fibonacci__snip_15\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_08\variant_2.py,data\fibonacci__snip_08\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_19\variant_1.py,data\reverse_string__snip_19\variant_4.py
0.045454545454545456,0.20711770623742454,0.026490066225165563,0.0,0.016666666666666666,0.1896551724137931,0.9408713469320635,0.5136612021857924,0.6339285714285714,0,data\fibonacci__snip_03\original.py,data\fibonacci__snip_13\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_18\original.py,data\max_in_list__snip_18\variant_2.py
0.0,0.0,0.0,0.3,0.0,0.02857142857142857,0.8549351610557127,0.411214953271028,0.4861111111111111,0,data\max_in_list__snip_06\original.py,data\max_in_list__snip_05\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.10752688172043011,0.9641442846620086,0.5,0.9130434782608695,0,data\is_palindrome__snip_17\variant_3.py,data\is_palindrome__snip_08\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\is_palindrome__snip_07\original.py,data\is_palindrome__snip_07\variant_4.py
0.7272727272727273,0.7724282296650717,0.5632183908045977,0.0,0.5333333333333333,0.7285714285714285,0.9863061846719183,0.926829268292683,0.8636363636363636,1,data\fibonacci__snip_17\variant_2.py,data\fibonacci__snip_17\variant_4.py
0.19230769230769232,0.5690016464601108,0.08270676691729323,0.25,0.09615384615384616,0.3023255813953488,0.9427345709475611,0.5579399141630901,0.7786259541984732,0,data\is_prime__snip_18\variant_2.py,data\is_prime__snip_16\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.9738723531058887,0.780952380952381,0.8103448275862069,1,data\is_prime__snip_12\original.py,data\is_prime__snip_12\variant_4.py
0.3,0.975609756097561,0.2857142857142857,0.0,0.17647058823529413,0.7647058823529411,0.9961977186311787,0.975609756097561,1.0,1,data\max_in_list__snip_13\variant_2.py,data\max_in_list__snip_13\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\is_palindrome__snip_18\variant_1.py,data\is_palindrome__snip_18\variant_2.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.040983606557377046,0.8586302113051067,0.41148325358851673,0.7863247863247863,0,data\fibonacci__snip_07\variant_2.py,data\fibonacci__snip_10\original.py
0.0,0.0,0.0,0.09090909090909091,0.0,0.09876543209876543,0.9623739420813949,0.43333333333333335,0.5126050420168067,0,data\is_palindrome__snip_10\variant_2.py,data\is_palindrome__snip_15\variant_2.py
0.0,0.0,0.0,0.46153846153846156,0.0,0.028985507246376812,0.8135047144634296,0.19230769230769232,0.2,0,data\reverse_string__snip_15\variant_3.py,data\is_prime__snip_03\variant_1.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.28,0.9383114320875763,0.5,0.3333333333333333,0,data\max_in_list__snip_01\variant_1.py,data\reverse_string__snip_10\variant_1.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.015625,0.9340226023626875,0.425531914893617,0.8431372549019608,0,data\max_in_list__snip_15\variant_4.py,data\max_in_list__snip_12\variant_3.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.13157894736842105,0.8809669098325782,0.40336134453781514,0.4875,0,data\fibonacci__snip_01\variant_2.py,data\max_in_list__snip_06\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.9506541513652698,0.875,0.7777777777777778,1,data\reverse_string__snip_01\original.py,data\reverse_string__snip_01\variant_4.py
1.0,0.9636363636363636,0.8888888888888888,0.0,0.875,0.8709677419354839,0.9945273027068119,0.9622641509433962,0.9272727272727272,1,data\max_in_list__snip_15\variant_2.py,data\max_in_list__snip_15\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_09\variant_1.py,data\reverse_string__snip_09\variant_2.py
0.7142857142857143,0.8544642857142857,0.5853658536585366,0.0,0.5,0.7692307692307693,0.9978003840289138,0.9655172413793104,0.9333333333333333,1,data\is_palindrome__snip_18\original.py,data\is_palindrome__snip_18\variant_4.py
0.0,0.0,0.0,0.36363636363636365,0.0,0.04,0.8523646520693243,0.27672955974842767,0.3140495867768595,0,data\max_in_list__snip_14\variant_3.py,data\reverse_string__snip_06\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_04\variant_1.py,data\fibonacci__snip_04\variant_2.py
0.20833333333333334,0.5578902229845626,0.07971014492753623,0.35714285714285715,0.08928571428571429,0.26804123711340205,0.8993484345222282,0.5378151260504201,0.803030303030303,0,data\is_prime__snip_13\variant_3.py,data\is_prime__snip_15\variant_3.py
0.0,0.0,0.0,0.16666666666666666,0.0,0.07608695652173914,0.8570259429385771,0.44339622641509435,0.5939849624060151,0,data\is_palindrome__snip_05\variant_4.py,data\is_prime__snip_07\variant_2.py
0.0,0.0,0.0,0.1,0.0,0.06382978723404255,0.8650228363972404,0.21768707482993196,0.53125,0,data\max_in_list__snip_03\variant_3.py,data\fibonacci__snip_15\variant_3.py
